"id","doi","title","abstract","publication_year","cross","all","thematic_pioneer","thematic_rare_5pct","methodological_pioneer","methodological_rare_5pct","cross_pioneer","cross_rare_5pct","exposure_inst_cross","exposure_inst_thematic","exposure_coauth_cross","exposure_coauth_thematic","exposure_intell_cross","exposure_intell_thematic","theoretical","methodological"
"https://openalex.org/W2058064764","https://doi.org/10.1080/13504850903559575","What do prediction markets predict?","We show that prediction markets cannot be relied on to always elicit any interesting statistic of aggregate beliefs. Formal derivations of the bets placed in prediction markets can be viewed as demands for state-contingent commodities. We provide derivations for two popular cases, log utility and Constant Relative Risk Aversion (CRRA) utility, connecting these derivations to familiar scoring rules. We then use these results to demonstrate how the properties of prediction markets depend critically on the assumed homogeneity of participants.","2010","[('C53', 'D12'), ('C53', 'D84'), ('C53', 'G14'), ('C53', 'D81'), ('C02', 'D12'), ('C02', 'D84'), ('C02', 'G14'), ('C02', 'D81'), ('C11', 'D12'), ('C11', 'D84'), ('C11', 'G14'), ('C11', 'D81')]","['C11', 'D12', 'G14', 'C53', 'C02', 'D84', 'D81']","False","False","False","False","False","False","0.1","0.4166666666666667","1.0","1.0","","","['D12', 'D84', 'G14', 'D81']","['C53', 'C02', 'C11']"
"https://openalex.org/W2606307670","https://doi.org/10.1061/(asce)me.1943-5479.0000537","Generalized Autoregressive Conditional Heteroscedasticity Model to Quantify and Forecast Uncertainty in the Price of Asphalt Cement","Significant uncertainty in the price of asphalt cement is a serious challenge to estimating proper cost in projects for transportation agencies. Because of price uncertainty, transportation agencies may face risks such as price speculation, inflated bids, very short-term price guarantees, and too few bidders for projects. Currently, various risk-management strategies, such as price-adjustment clauses, are used to control the consequences of uncertainty associated with the price of materials. Before implementing any risk-management strategy, it is necessary to ensure whether it is the proper time to use the strategy by measuring, analyzing, and forecasting the material price uncertainty. Transportation agencies need to regularly monitor the level of uncertainty in the price of asphalt cement to keep decisions about implementing their risk-management strategies current. However, there is little knowledge about quantifying and forecasting uncertainty in the price of asphalt cement. This gap in knowledge makes it difficult to recognize the proper time to implement risk-management strategies. The research objective of this paper is to measure, model, and forecast asphalt-cement price uncertainty. Autoregressive conditional heteroscedasticity (ARCH) and generalized autoregressive conditional heteroscedasticity (GARCH) time-series models are used to quantify and forecast the uncertainties in the price of asphalt cement. The results of this study can help transportation agencies accurately recognize the proper time to implement risk-management strategies.","2017","[('C53', 'H54'), ('C53', 'R42'), ('C53', 'G32'), ('C53', 'L91'), ('C53', 'D81'), ('C32', 'H54'), ('C32', 'R42'), ('C32', 'G32'), ('C32', 'L91'), ('C32', 'D81')]","['H54', 'C32', 'R42', 'G32', 'C53', 'L91', 'D81']","False","False","False","False","False","False","0.0","0.0","0.0","0.0","","","['H54', 'R42', 'G32', 'L91', 'D81']","['C53', 'C32']"
"https://openalex.org/W1894431585","https://doi.org/10.1177/0020731415586408","Predictors of Payer Mix and Financial Performance Among Safety Net Hospitals Prior to the Affordable Care Act","The objective of this study was to use audited hospital financial statements to identify predictors of payer mix and financial performance in safety net hospitals prior to the Affordable Care Act. We analyzed the 2010 financial statements of 98 large, urban safety net hospital systems in 34 states, supplemented with data on population demographics, hospital features, and state policies. We used multivariate regression to identify independent predictors of three outcomes: 1) Medicaid-reliant payer mix (hospitals for which at least 25% of hospital days are paid for by Medicaid); 2) safety net revenue-to-cost ratio (Medicaid and Medicare Disproportionate Share Hospital payments and local government transfers, divided by charity care costs and Medicaid payment shortfall); and 3) operating margin. Medicaid-reliant payer mix was positively associated with more inclusive state Medicaid eligibility criteria and more minority patients. More inclusive Medicaid eligibility and higher Medicaid reimbursement rates positively predicted safety net revenue-to-cost ratio. University governance was the strongest positive predictor of operating margin. Safety net hospital financial performance varied considerably. Academic hospitals had higher operating margins, while more generous Medicaid eligibility and reimbursement policies improved hospitals’ ability to recoup costs. Institutional and state policies may outweigh patient demographics in the financial health of safety net hospitals.","2015","[('C10', 'I10'), ('C10', 'H75'), ('C10', 'R53'), ('C10', 'I18'), ('C10', 'H51'), ('C30', 'I10'), ('C30', 'H75'), ('C30', 'R53'), ('C30', 'I18'), ('C30', 'H51')]","['I10', 'H75', 'R53', 'I18', 'H51', 'C10', 'C30']","False","False","False","False","False","False","0.0173767752715121","0.0371343785876219","0.0","0.0902777777777777","0.0","0.0","['I10', 'H75', 'R53', 'I18', 'H51']","['C10', 'C30']"
"https://openalex.org/W2898025679","https://doi.org/10.1080/13504851.2018.1529858","Do commercial sales move coincidentally with business cycles in Japan? a dynamic two-mode regression approach","This paper examines the validity of including wholesale and retail commercial sales in the coincident index of business conditions in Japan. Specifically, we consider the movement of gross domestic product (GDP) as a reference cycle, and investigate whether commercial sales move coincidentally with GDP by applying the dynamic two-mode regression approach. The results show that wholesale commercial sales are not justified as a component of the Japanese coincident index, but that retail commercial sales may be considered a legitimate component of the Japanese coincident index.","2018","[('C53', 'E23'), ('C53', 'E37'), ('C53', 'E32'), ('C53', 'M21'), ('C32', 'E23'), ('C32', 'E37'), ('C32', 'E32'), ('C32', 'M21'), ('C01', 'E23'), ('C01', 'E37'), ('C01', 'E32'), ('C01', 'M21')]","['E23', 'C32', 'E37', 'M21', 'C53', 'E32', 'C01']","False","False","False","False","False","False","0.0","0.0","0.0","0.0","0.3333333333333333","0.6666666666666666","['E23', 'E37', 'E32', 'M21']","['C53', 'C32', 'C01']"
"https://openalex.org/W2767669424","https://doi.org/10.1080/07360932.2017.1394897","From Identity to Agency in Positive and Normative Economics","This paper argues about the importance to reflect over what constitutes the identity of the economic agent, both from the perspective of positive and normative economics. Regarding the former, we suggest that several aspects of social and personal identity are essential to explain market coordination on the basis of the existence of communities. Regarding the latter, we claim that the evaluation of social states through the aggregation of individual utilities depends on a commitment over an account of who the economic agent is.","2017","[('B40', 'A12'), ('B40', 'D87'), ('B40', 'P16'), ('B40', 'D01'), ('B50', 'A12'), ('B50', 'D87'), ('B50', 'P16'), ('B50', 'D01'), ('B41', 'A12'), ('B41', 'D87'), ('B41', 'P16'), ('B41', 'D01')]","['A12', 'B41', 'B50', 'P16', 'D01', 'B40', 'D87']","False","False","False","False","False","False","0.0","0.0","0.0","0.0","","","['A12', 'D87', 'P16', 'D01']","['B40', 'B50', 'B41']"
"https://openalex.org/W1964599269","https://doi.org/10.2298/pan1203283e","Initial evidence from a new database on capital market restrictions","One of the key obstacles to the empirical analysis of capital controls has been the unavailability of a detailed set of indicators for controls that cover a broad set of countries over a range of years. In this paper, we propose a new set of indicators derived from the Annual Reports on Exchange Arrangements and Export Restrictions. Contrary to most earlier attempts to construct control indicators from this source, our set of indices allows one to analyze the control intensity separately for inflow, outflow and repatriation controls. An additional set of indicators features information on the institutional design of controls. At first glance, the data show that the financial crisis caused a surge in capital market restrictions, most notably concerning the derivatives market. This reflex, which is not justified by the scarce empirical evidence on the success of controls, shows the importance of having a valid measure to allow an econometrically sound policy evaluation in this field. The data are available from the author upon request.","2012","[('C82', 'G15'), ('C82', 'F38'), ('C82', 'F41'), ('C82', 'E65'), ('C82', 'F36'), ('C43', 'G15'), ('C43', 'F38'), ('C43', 'F41'), ('C43', 'E65'), ('C43', 'F36')]","['C43', 'G15', 'F38', 'F41', 'C82', 'E65', 'F36']","False","False","False","False","False","True","0.1666666666666666","0.25","0.0","0.0","0.0","0.0","['G15', 'F38', 'F41', 'E65', 'F36']","['C82', 'C43']"
"https://openalex.org/W1972756828","https://doi.org/10.15208/beh.2011.11","VAR analysis of foreign direct investment and environmental regulation: China's case","This paper employs impulse response function of VAR model and the estimation variance decomposition method to investigate the two-way dynamic relationship between environmental regulation and FDI during 1985 to 2009. The result of generalized impulse response shows the impact effects of environmental regulation exerting to FDI become less and less in long-term, which verifies “hypothesis of pollution haven”. The inverse U-shape curve of “environmental regulation - FDI” depends on the choice of regulation indicators. Furthermore, the positive impulse response shows the inflows of FDI would cause the deterioration of ecology and the intervene of governments, which gives pressure to the transformation of environmental regulation standard.","2011","[('C32', 'Q56'), ('C32', 'O53'), ('C32', 'E22'), ('C32', 'F21'), ('C32', 'F18'), ('C51', 'Q56'), ('C51', 'O53'), ('C51', 'E22'), ('C51', 'F21'), ('C51', 'F18')]","['Q56', 'C32', 'O53', 'F18', 'E22', 'F21', 'C51']","False","False","False","False","False","False","0.0","0.0","0.0","0.0","","","['Q56', 'O53', 'E22', 'F21', 'F18']","['C32', 'C51']"
"https://openalex.org/W1995189209","https://doi.org/10.1680/tran.2009.162.1.39","Paying for parking: improving stated-preference surveys","This article describes an experiment which introduced random ranges into the variables used for the design of a stated preference survey and its effects on willingness to pay for parking. User behaviour at the time of parking was modelled to determine their willingness to pay in order to get to their final destination more quickly. Calculating willingness to pay is fundamental during the social and economic assessment of projects. It is important to correctly model how car parks and their users interact in order to get values which represent reality as closely as possible. Willingness to pay is calculated using a stated preference survey and by calibrating multinomial logit models, taking variable tastes into account. It is shown that a value with a low variability can be obtained for willingness to pay by correctly establishing the context of the choice and randomly changing the variables around an average value.","2009","[('C25', 'H54'), ('C25', 'R48'), ('C25', 'R41'), ('C25', 'D12'), ('C93', 'H54'), ('C93', 'R48'), ('C93', 'R41'), ('C93', 'D12'), ('C83', 'H54'), ('C83', 'R48'), ('C83', 'R41'), ('C83', 'D12')]","['C93', 'H54', 'D12', 'R48', 'R41', 'C25', 'C83']","True","True","True","True","True","True","0.0","0.0","0.0","0.0","","","['H54', 'R48', 'R41', 'D12']","['C25', 'C93', 'C83']"
"https://openalex.org/W2240840509","https://doi.org/10.21273/horttech.25.4.575","Crop Load Management and the Market Profitability of ‘Honeycrisp’ Apples","This study assessed the potential impacts on grower profits when the crop load management is not optimal. We used a hedonic pricing model to estimate the relationship between ‘Honeycrisp’ apple ( Malus × domestica ) quantities and prices by size category. This information was used to assess potential changes in grower returns as the grower shifts production toward certain size fruit. A grower would realize a loss of $5332/acre if production of size 48 to 88 count per 40-lb box decreased by 5% and size 100 to 163 count/box increased by 5% compared with current ‘Honeycrisp’ size distribution. In addition, we used experimental auctions to estimate consumers’ willingness-to-pay (WTP) for ‘Honeycrisp’ quality characteristics. Apple consumers, in this study, were willing to pay an average of $0.12/lb more for a one-unit increase in soluble solids concentration. A $0.12/lb discount for a decrease in soluble solids content (SSC) would represent a $1362/acre loss. Optimal sizes and SSC estimated in this study are linked with crop loads no larger than seven fruit/cm 2 trunk cross-sectional area under Washington state growing conditions. Given the increasing popularity of ‘Honeycrisp’, growers and allied industries should be aware of the importance of preserving the quality of this cultivar to maintain price premiums and thus profit margins.","2015","[('C93', 'D22'), ('C93', 'M31'), ('C93', 'Q11'), ('C93', 'Q13'), ('C51', 'D22'), ('C51', 'M31'), ('C51', 'Q11'), ('C51', 'Q13'), ('D12', 'D22'), ('D12', 'M31'), ('D12', 'Q11'), ('D12', 'Q13')]","['C93', 'D12', 'Q13', 'M31', 'D22', 'Q11', 'C51']","False","False","True","True","False","True","0.0","0.0","0.0","0.0","0.0","0.2916666666666666","['D22', 'M31', 'Q11', 'Q13']","['C93', 'C51', 'D12']"
"https://openalex.org/W2082072358","https://doi.org/10.3109/17453674.2010.548026","Health-related quality of life (EQ-5D) before and after orthopedic surgery","Background and purpose Population data on mortality and life expectancy are generally available for most countries. However, no longitudinal data based on the health-related quality of life outcome from the EQ-5D instrument have been reported for orthopedic patients. We assessed the effect of orthopedic surgery as measured by EQ-5D. Methods We analyzed EQ-5D data from 2,444 patients who were operated at the Department of Orthopedic Surgery at Karolinska University Hospital, 2001–2005. We also made a comparison between results from this cohort and those from a Swedish EQ-5D population survey. Results The mean EQ-5D index score improved from 0.54 to 0.72. Hip and knee arthroplasty, operations related to previous surgery, trauma-related procedures, and rheumatoid arthritis surgeries had preoperative EQ-5D index scores of 0.48 to 0.52. All of these groups showed substantial improvement in scores (0.63 to 0.80). Patients with tumors or diseases of the elbow/hand showed higher preoperative scores (0.66 to 0.77), which were similar postoperatively. In most patients, the EQ-5D index score improved but did not reach the level reported for an age- and sex-matched population sample (mean difference = 0.11). Interpretation Our results can be used as part of the preoperative patient information to increase the level of patient awareness and cooperation, and to facilitate rehabilitation. In future it will be possible—but not easy—to use the EQ-5D instrument as a complementary consideration in clinical priority assessment.","2010","[('C80', 'H51'), ('C80', 'J14'), ('C80', 'I12'), ('C80', 'I10'), ('C10', 'H51'), ('C10', 'J14'), ('C10', 'I12'), ('C10', 'I10'), ('C40', 'H51'), ('C40', 'J14'), ('C40', 'I12'), ('C40', 'I10')]","['I10', 'C80', 'J14', 'I12', 'H51', 'C10', 'C40']","False","False","False","False","False","False","0.0416666666666666","0.1636904761904762","0.0","0.0","0.0","0.0","['H51', 'J14', 'I12', 'I10']","['C80', 'C10', 'C40']"
"https://openalex.org/W2400851214","https://doi.org/10.4236/jss.2016.45010","Comovement of Stock Markets—An Analysis by Nonlinear Cointegration*","This paper proposes and estimates a statistical model of nonlinear cointegration, with applications to the stock markets of Japan and the United States. We define nonlinear cointegration as a long-run stable relationship between two time series variables even in the presence of temporary nonlinear divergence from this long-run relationship. More concretely, extending the bubble model of Asako and Liu (2013) [1] to stock price ratio variables, both upward and downward divergent bubble processes are estimated at a time. We conclude that, although two stock price indexes are not linearly cointegrated, they are considered to be cointegrated nonlinearly.","2016","[('C32', 'G15'), ('C32', 'G01'), ('C32', 'E44'), ('C32', 'F30'), ('C01', 'G15'), ('C01', 'G01'), ('C01', 'E44'), ('C01', 'F30'), ('C51', 'G15'), ('C51', 'G01'), ('C51', 'E44'), ('C51', 'F30')]","['G15', 'C32', 'E44', 'F30', 'G01', 'C01', 'C51']","False","False","False","False","False","False","0.0","0.0","0.0","0.0","","","['G15', 'G01', 'E44', 'F30']","['C32', 'C01', 'C51']"
"https://openalex.org/W2025128112","https://doi.org/10.1108/medar-09-2012-0031","Strategic investment decision-making processes: the influence of contextual factors","Purpose – This paper aims to examine the relationship between key contextual factors (type of strategic investment decision-making (SIDM), decision uncertainty, organizational goals, financial and non-financial corporate performance, firm size, and decision-maker background) and three significant dimensions of SIDM processes (procedural rationality, strategy formulation and political behaviour). Design/methodology/approach – A survey was mailed to the financial directors of manufacturing companies selected from the UK Financial Analysis Made Easy database. Factor analysis and multiple regression analysis were used to analyse the survey results. Findings – The findings reveal that SIDM is more complex and less systematic than the normative literature suggests, with a combination of contextual factors influencing the decision-making process. Further, the regression results suggest that SIDM is shaped by the interplay of procedural rationality, strategy formulation and political behaviour and that none of these on its own can sufficiently explain SIDM practice. Research limitations/implications – The survey data are drawn from UK manufacturing companies, so the findings may not be generalisable beyond that context. Practical implications – The findings suggest a need for firms to recognise that strategy formulation and political aspects of decision-making are as important as “rational” financial analysis in SIDM practice. Further, since SIDM practice is shaped by a combination of contextual factors, a comprehensive overview of these factors is necessary to direct SIDM outcomes. Originality/value – This study adds to the limited prior research examining the links between contextual factors and SIDM processes. Prior studies have tended to focus on only one dimension, or on limited factors, and have reported inconsistent findings. This paper provides a broader view of the complex nature of SIDM processes.","2013","[('C30', 'D21'), ('C30', 'M20'), ('C30', 'L20'), ('C30', 'D23'), ('C30', 'M10'), ('C10', 'D21'), ('C10', 'M20'), ('C10', 'L20'), ('C10', 'D23'), ('C10', 'M10')]","['D21', 'M20', 'L20', 'C30', 'C10', 'D23', 'M10']","False","False","False","False","False","False","0.0","0.0","0.0","0.0","0.0","0.0","['D21', 'M20', 'L20', 'D23', 'M10']","['C30', 'C10']"
"https://openalex.org/W2113381839","https://doi.org/10.1142/s021759590900233x","STABILITY OF EXCESS DEMAND FUNCTIONS WITH RESPECT TO A STRONG VERSION OF WALD'S AXIOM","In this paper, a use of s-quasimonotonicity [introduced in Optimization, Vol. 55 (2006)] in an economics model is presented. We introduce a strong version of Wald's Axiom of excess demand functions [Formula: see text], namely ""there exists σ &gt; 0 such that p, q ∈ P, q T Z(p) - δ ≤ 0,|δ| &lt; σ, and Z(q) ≠ Z(p) imply p T Z(q) + δ &gt; 0"". Under some assumptions, Z satisfies the strong version of Wald's Axiom iff -Z is a s-quasimonotone function. Consequently, an excess demand function Z satisfies the strong version of Wald's Axiom iff -Z is stable with respect to the pseudomonotonicity property (i.e. there exists ∊ &gt; 0 such that -Z + a fulfills the pseudomonotonicity property for all a ∈ ℝ n satisfying ‖a‖ &lt; ∊). Some properties on the measure of the strong version of Wald's Axiom of excess demand functions are also presented.","2009","[('C62', 'B41'), ('C62', 'D11'), ('C62', 'D50'), ('C65', 'B41'), ('C65', 'D11'), ('C65', 'D50'), ('C61', 'B41'), ('C61', 'D11'), ('C61', 'D50'), ('C02', 'B41'), ('C02', 'D11'), ('C02', 'D50')]","['C61', 'B41', 'C65', 'C62', 'C02', 'D50', 'D11']","True","True","True","True","True","True","0.0","0.0","0.0","0.0","","","['B41', 'D11', 'D50']","['C62', 'C65', 'C61', 'C02']"
"https://openalex.org/W1527762706","https://doi.org/10.5860/choice.49-4138","The myth of choice: personal responsibility in a world of limits","Americans are fixated on the idea of choice. Our political theory is based on the consent of the governed. Our legal system is built upon the argument that people freely make choices and bear responsibility for them. And what slogan could better express the heart of our consumer culture than Have it your way? In this provocative book, Kent Greenfield poses unsettling questions about the choices we make. What if they are more constrained and limited than we like to think? If we have less free will than we realize, what are the implications for us as individuals and for our society? To uncover the answers, Greenfield taps into scholarship on topics ranging from brain science to economics, political theory to sociology. His discoveries-told through an entertaining array of news events, personal anecdotes, crime stories, and legal decisions-confirm that many factors, conscious and unconscious, limit our free will. Worse, by failing to perceive them we leave ourselves open to manipulation. But Greenfield offers useful suggestions to help us become better decision makers as individuals, and to ensure that in our laws and public policy we acknowledge the complexity of choice.","2012","[('C93', 'I31'), ('C93', 'P16'), ('C93', 'D87'), ('C93', 'D03'), ('C93', 'K00'), ('B41', 'I31'), ('B41', 'P16'), ('B41', 'D87'), ('B41', 'D03'), ('B41', 'K00')]","['C93', 'B41', 'I31', 'P16', 'D87', 'D03', 'K00']","False","False","False","False","False","False","","","0.0","0.0","","","['I31', 'P16', 'D87', 'K00']","['C93', 'B41']"
"https://openalex.org/W2116733481","https://doi.org/10.1017/s1930297500002606","Criteria for performance evaluation"," Using a cognitive task (mental calculation) and a perceptual-motor task (stylized golf putting), we examined differential proficiency using the CWS index and several other quantitative measures of performance. The CWS index (Weiss &amp; Shanteau, 2003) is a coherence criterion that looks only at internal properties of the data without incorporating an external standard. In Experiment 1, college students (n = 20) carried out 2- and 3-digit addition and multiplication problems under time pressure. In Experiment 2, experienced golfers (n = 12), also college students, putted toward a target from nine different locations. Within each experiment, we analyzed the same responses using different methods. For the arithmetic tasks, accuracy information (mean absolute deviation from the correct answer, MAD) using a coherence criterion was available; for golf, accuracy information using a correspondence criterion (mean deviation from the target, also MAD) was available. We ranked the performances of the participants according to each measure, then compared the orders using Spearman’s r s . For mental calculation, the CWS order correlated moderately (r s =.46) with that of MAD. However, a different coherence criterion, degree of model fit, did not correlate with either CWS or accuracy. For putting, the ranking generated by CWS correlated .68 with that generated by MAD. Consensual answers were also available for both experiments, and the rankings they generated correlated highly with those of MAD. The coherence vs. correspondence distinction did not map well onto criteria for performance evaluation.","2009","[('C93', 'M53'), ('C93', 'D03'), ('C93', 'I20'), ('C19', 'M53'), ('C19', 'D03'), ('C19', 'I20'), ('C91', 'M53'), ('C91', 'D03'), ('C91', 'I20'), ('C18', 'M53'), ('C18', 'D03'), ('C18', 'I20')]","['C93', 'C91', 'M53', 'C19', 'I20', 'D03', 'C18']","True","True","True","True","True","True","0.0","0.0","0.0","0.0","","","['M53', 'I20']","['C93', 'C19', 'C91', 'C18']"
"https://openalex.org/W2161065474","https://doi.org/10.29302/oeconomica.2011.13.2.32","Cross-county Internal Migration And Convergence In Romania","Research on internal migration can be divided into two directions: identifying its determinants and/or assessing its consequences.Migration is bidirectional.i.e. can be affected by and can affect socio-economic disparities within a country.On one hand, the determinants of internal migration can be numerous and their analysis is very complex and, on the other hand, migration should have, at least theoretically, some influence on income and unemployment convergence, i.e. disparities reduction.The objectives of this paper are to evaluate the level of internal migration in Romania using county data and to assess its impact on convergence, using various methods, both statistical and econometric.The main results point out at: very low levels of migration and relative small differences among them, no influence of migration on GDP divergence and extremely low on unemployment convergence.","2011","[('C31', 'R11'), ('C31', 'O18'), ('C31', 'J61'), ('C31', 'R23'), ('C31', 'E24'), ('C21', 'R11'), ('C21', 'O18'), ('C21', 'J61'), ('C21', 'R23'), ('C21', 'E24')]","['R11', 'O18', 'J61', 'R23', 'C31', 'E24', 'C21']","False","False","False","False","False","False","","","0.0","0.0","","","['R11', 'O18', 'J61', 'R23', 'E24']","['C31', 'C21']"
"https://openalex.org/W2070137769","https://doi.org/10.1080/13504851.2010.493135","Purchasing power parity in major OPEC countries: nonlinear threshold unit root test","This study applies nonlinear threshold unit root test to assess the nonstationary properties of the Real Exchange Rate (RER) for seven major Organization of the Petroleum Exporting Countries (OPEC). We found that nonlinear threshold unit root test has higher power than linear method suggested by Caner and Hansen (2001) if the true data-generating process of exchange rate is in fact a stationary nonlinear process. We examined the validity of Purchasing Power Parity (PPP) from the nonlinear point of view and provided robust evidence clearly indicating that PPP holds true for three countries, namely Angola, Indonesia and Iran. Our findings point out that their exchange rate adjustment is mean reversion towards PPP equilibrium values in a nonlinear way.","2011","[('C22', 'E31'), ('C22', 'Q43'), ('C22', 'F41'), ('C22', 'F31'), ('C01', 'E31'), ('C01', 'Q43'), ('C01', 'F41'), ('C01', 'F31'), ('C12', 'E31'), ('C12', 'Q43'), ('C12', 'F41'), ('C12', 'F31')]","['Q43', 'F41', 'C22', 'E31', 'C12', 'C01', 'F31']","False","False","False","False","False","False","0.0449286738106613","0.0896915584415584","0.2083333333333333","0.0","","","['E31', 'Q43', 'F41', 'F31']","['C22', 'C01', 'C12']"
"https://openalex.org/W2433801418","https://doi.org/10.1080/00036846.2016.1192275","Cross-country performance of Lévy regime-switching models for stock markets","This article compares the performance of regime-switching Lévy models across sixteen (16) international stock markets. From a cross-country perspective, the empirical application is dedicated to the study of equity markets in the Americas, Asia and Europe. The results are of interest for a financial audience in order to document the sensitivity of stock indexes to the intensity of jumps, under changing economic regimes (expansion or recession). We pick up singularities in Japan and Malaysia compared to other countries and regions of the world.","2016","[('C22', 'G15'), ('C22', 'G01'), ('C22', 'E44'), ('C22', 'F30'), ('C53', 'G15'), ('C53', 'G01'), ('C53', 'E44'), ('C53', 'F30'), ('C15', 'G15'), ('C15', 'G01'), ('C15', 'E44'), ('C15', 'F30')]","['G15', 'C15', 'C22', 'C53', 'E44', 'F30', 'G01']","False","False","False","False","False","False","0.0","0.0","0.0","0.0","0.0","0.0","['G15', 'G01', 'E44', 'F30']","['C22', 'C53', 'C15']"
"https://openalex.org/W2030983688","https://doi.org/10.1111/j.1365-2133.2009.09515.x","Comparators, study duration, outcome measures and sponsorship in therapeutic trials of psoriasis: update of the EDEN Psoriasis Survey 2001-2006","Journal Article Comparators, study duration, outcome measures and sponsorship in therapeutic trials of psoriasis: update of the EDEN Psoriasis Survey 2001–2006 Get access L. Naldi, L. Naldi Centro Studi GISED, Fondazione per la Ricerca Ospedale Maggiore and Department of Dermatology, Ospedali Riuniti di Bergamo, 24100 Bergamo, Italy Luigi Naldi. E‐mail: luigi.naldi@gised.it website: http://www.centrostudigised.it Search for other works by this author on: Oxford Academic Google Scholar A. Svensson, A. Svensson Department of Dermatology, Malmo University Hospital, Malmo, Sweden Search for other works by this author on: Oxford Academic Google Scholar D. Zenoni, D. Zenoni Centro Studi GISED, Fondazione per la Ricerca Ospedale Maggiore and Department of Dermatology, Ospedali Riuniti di Bergamo, 24100 Bergamo, Italy Search for other works by this author on: Oxford Academic Google Scholar T. Diepgen, T. Diepgen Department of Social Medicine and Occupational & Environmental Dermatology, University of Heidelberg, Heidelberg, Germany Search for other works by this author on: Oxford Academic Google Scholar P. Elsner, P. Elsner Department of Dermatology, University of Jena, Jena, Germany Search for other works by this author on: Oxford Academic Google Scholar J.‐J. Grob, J.‐J. Grob Service de Dermatologie, University of Marseille, Marseille, France Search for other works by this author on: Oxford Academic Google Scholar P.‐J. Coenraads, P.‐J. Coenraads Department of Dermatology, University Medical Center, University of Groningen, Groningen, the Netherlands Search for other works by this author on: Oxford Academic Google Scholar J.N. Bouwes Bavinck, J.N. Bouwes Bavinck Department of Dermatology, Leiden University Medical Center, Leiden, the Netherlands Search for other works by this author on: Oxford Academic Google Scholar A. Maccagni, A. Maccagni Centro Studi GISED, Fondazione per la Ricerca Ospedale Maggiore and Department of Dermatology, Ospedali Riuniti di Bergamo, 24100 Bergamo, Italy Search for other works by this author on: Oxford Academic Google Scholar D. Linder, D. Linder Centro Studi GISED, Fondazione per la Ricerca Ospedale Maggiore and Department of Dermatology, Ospedali Riuniti di Bergamo, 24100 Bergamo, Italy Search for other works by this author on: Oxford Academic Google Scholar ... Show more H. Williams, H. Williams Centre of Evidence‐Based Dermatology, University of Nottingham, Nottingham, U.K. Search for other works by this author on: Oxford Academic Google Scholar on behalf of the European Dermato‐Epidemiology Network (EDEN) on behalf of the European Dermato‐Epidemiology Network (EDEN) Search for other works by this author on: Oxford Academic Google Scholar British Journal of Dermatology, Volume 162, Issue 2, 1 February 2010, Pages 384–389, https://doi.org/10.1111/j.1365-2133.2009.09515.x Published: 01 February 2010","2009","[('C93', 'L65'), ('C93', 'H51'), ('C93', 'I10'), ('C93', 'I18'), ('C83', 'L65'), ('C83', 'H51'), ('C83', 'I10'), ('C83', 'I18'), ('C18', 'L65'), ('C18', 'H51'), ('C18', 'I10'), ('C18', 'I18')]","['C93', 'I10', 'I18', 'H51', 'L65', 'C83', 'C18']","True","True","True","True","True","True","0.0","0.0","0.0","0.0","0.1333333333333333","0.2666666666666666","['L65', 'H51', 'I10', 'I18']","['C93', 'C83', 'C18']"
"https://openalex.org/W1998409954","https://doi.org/10.1257/aer.100.2.338","Wage Dispersion in the Search and Matching Model","","2010","[('C78', 'J60'), ('C78', 'J64'), ('C78', 'J31'), ('C78', 'E24'), ('D83', 'J60'), ('D83', 'J64'), ('D83', 'J31'), ('D83', 'E24'), ('C63', 'J60'), ('C63', 'J64'), ('C63', 'J31'), ('C63', 'E24')]","['J60', 'J64', 'J31', 'C63', 'E24', 'C78', 'D83']","False","False","False","False","True","True","0.4166666666666667","0.125","0.0","0.0","0.0","0.3333333333333333","['J60', 'J64', 'J31', 'E24']","['C78', 'D83', 'C63']"
"https://openalex.org/W1999850505","https://doi.org/10.1080/09599916.2011.641997","Accuracy of Swedish property appraisers’ forecasts of net operating income","This study addresses how property appraisers forecast one important component of the commercial property valuation model: net operating income. We compare appraisers’ ex ante forecasts with corresponding ex post figures from company financial reports. The data are from the Swedish Property Index, 1998–2005, and comprise over 7000 observations. The findings indicate that the appraisers’ forecasts are somewhat forward looking and almost as accurate as those obtained using mechanical autoregressive models. However, the forecasts are biased, as appraisers systematically overestimate future net operating income. There was also evidence of decreasing accuracy over the study period.","2011","[('C22', 'R32'), ('C22', 'M21'), ('C22', 'G12'), ('C22', 'R31'), ('C53', 'R32'), ('C53', 'M21'), ('C53', 'G12'), ('C53', 'R31'), ('C51', 'R32'), ('C51', 'M21'), ('C51', 'G12'), ('C51', 'R31')]","['R31', 'M21', 'C22', 'C53', 'R32', 'C51', 'G12']","False","False","False","False","False","False","0.1","0.5","0.0","0.0","","","['R32', 'M21', 'G12', 'R31']","['C22', 'C53', 'C51']"
